Simulated Annealing
Parameters: maxIterations=100000000, temperature=76172.1171199135, coolingRate=0.9999, maxTime=1.0E9s
5000, 1138211.3677637987, 00:00:00
10000, 1046732.1040112952, 00:00:00
15000, 832209.6472722465, 00:00:00
20000, 495853.25926980714, 00:00:00
25000, 221018.4944765788, 00:00:00
30000, 159539.40456695255, 00:00:00
35000, 98603.73149064109, 00:00:00
40000, 98603.73149064109, 00:00:00
45000, 98167.86533233727, 00:00:00
50000, 36559.6349948717, 00:00:00
55000, 36507.50477899017, 00:00:00
60000, 36507.50477899017, 00:00:00
65000, 6508.369690158134, 00:00:00
70000, 6372.846163168924, 00:00:00
75000, 5444.0026818336, 00:00:00
80000, 5329.328272442496, 00:00:00
85000, 5191.007586362295, 00:00:00
90000, 4717.726766267839, 00:00:00
95000, 4508.435801551084, 00:00:00
100000, 4406.687346329443, 00:00:00
105000, 4161.19353015297, 00:00:00
110000, 4132.89839628631, 00:00:00
115000, 4106.471249584478, 00:00:00
120000, 4061.953515107285, 00:00:00
125000, 3724.284884675749, 00:00:00
130000, 3653.9493202878884, 00:00:00
135000, 3476.759611936208, 00:00:00
140000, 3444.0394006522265, 00:00:00
145000, 3364.697465629888, 00:00:00
150000, 3310.264183382827, 00:00:00
155000, 3172.9364076975744, 00:00:00
160000, 3127.3953240169403, 00:00:00
165000, 3023.224917310121, 00:00:00
170000, 2997.6634265581915, 00:00:00
175000, 2892.836637036563, 00:00:00
180000, 2849.253849831116, 00:00:00
185000, 2746.450398412633, 00:00:00
190000, 2740.7013346986714, 00:00:00
195000, 2703.7474823307953, 00:00:00
200000, 2680.707104309425, 00:00:00
205000, 2640.1959447785916, 00:00:00
210000, 2640.1959447785916, 00:00:00
215000, 2564.907516960935, 00:00:00
220000, 2564.7056335334787, 00:00:00
225000, 2555.366069682907, 00:00:00
230000, 2524.275919058329, 00:00:00
235000, 2512.555877150611, 00:00:00
240000, 2389.671735615982, 00:00:00
245000, 2340.1517553841545, 00:00:00
250000, 2327.254667593759, 00:00:00
255000, 2327.254667593759, 00:00:00
260000, 2236.7503611981047, 00:00:00
265000, 2236.7503611981047, 00:00:00
270000, 2236.7503611981047, 00:00:00
275000, 2236.7503611981047, 00:00:00
280000, 2234.848407242339, 00:00:00
285000, 2214.407544478546, 00:00:00
290000, 2214.407544478546, 00:00:00
295000, 2214.407544478546, 00:00:00
300000, 2205.735236376124, 00:00:00
305000, 2205.735236376124, 00:00:00
310000, 2205.735236376124, 00:00:00
315000, 2205.735236376124, 00:00:00
320000, 2205.735236376124, 00:00:00
325000, 2205.735236376124, 00:00:00
330000, 2205.735236376124, 00:00:00
335000, 2205.735236376124, 00:00:00
340000, 2205.735236376124, 00:00:00
345000, 2205.735236376124, 00:00:00
350000, 2201.1406353843754, 00:00:00
355000, 2200.796081040589, 00:00:00
360000, 2200.796081040589, 00:00:00
365000, 2200.188715791049, 00:00:00
370000, 2200.188715791049, 00:00:00
375000, 2200.166960111661, 00:00:00
380000, 2198.6798655153266, 00:00:00
385000, 2198.679865515325, 00:00:00
390000, 2198.679865515325, 00:00:00
